"prior","output"
"which is by","far"
"which is ironic","since"
"which is no","small"
"which is of","course"
"which is one","thing"
"which is pretty","much"
"which is the","way"
"which is to","say"
"which is what","makes"
"which it is","closest"
"which it was","stated"
"which made me","think"
"which makes it","hard"
"which may or","may"
"which means i","can"
"which means it","can"
"which means of","course"
"which means they","re"
"which means you","won"
"which of course","means"
"which one i","want"
"which ones they","ll"
"which ones to","keep"
"which opened last","year"
"which reports on","tuesday"
"which she couldn","t"
"which tells the","story"
"which the holy","spirit"
"which the united","states"
"which they can","address"
"which was his","first"
"which was the","main"
"which way you","want"
"which we didn","t"
"which will be","released"
"which will take","place"
"which would have","kept"
"which would you","choose"
"which you can","use"
"while and i","finally"
"while attempting to","leave"
"while he is","quite"
"while he was","away"
"while i am","gone"
"while i didn","t"
"while i don","t"
"while i m","sure"
"while i was","gone"
"while i would","never"
"while in a","relationship"
"while it is","still"
"while it may","seem"
"while it s","true"
"while my ex","husband"
"while playing a","game"
"while police were","still"
"while president obama","s"
"while riding his","bike"
"while serving in","iraq"
"while sharing the","good"
"while she can","still"
"while since i","ve"
"while striking out","four"
"while the other","side"
"while the romney","campaign"
"while the sun","shines"
"while the u","s"
"while trying to","get"
"while watching the","game"
"while we don","t"
"while we were","waiting"
"while you re","still"
"whip my hair","back"
"white and light","green"
"white and the","huntsman"
"white british people","continues"
"white cabinets and","marble"
"white fir douglas","fir"
"white house correspondents","dinner"
"white house press","secretary"
"white house rose","garden"
"white house task","force"
"white house the","pentagon"
"white man s","burden"
"white told the","associated"
"whitney houston is","dead"
"who am i","kidding"
"who are actively","involved"
"who are at","least"
"who are being","saved"
"who are in","love"
"who are just","starting"
"who are the","subject"
"who are these","kids"
"who are you","lol"
"who at the","time"
"who attacked the","17"
"who build clay","models"
"who buy coffee","mainly"
"who by the","way"
"who came out","last"
"who came to","see"
"who can help","identify"
"who can t","afford"
"who cares as","long"
"who chairs the","assembly"
"who could ever","make"
"who could really","use"
"who couldn t","help"
"who declined to","give"
"who did not","want"
"who did you","meet"
"who didn t","want"
"who died in","2002"
"who died last","week"
"who do not","know"
"who do the","work"
"who do you","think"
"who does not","want"
"who doesn t","love"
"who don t","know"
"who else is","going"
"who finished with","12"
"who had 26","points"
"who had 35","previous"
"who had been","arrested"
"who had moderate","injuries"
"who had no","experience"
"who had not","yet"
"who has a","$"
"who has been","living"
"who has cerebral","palsy"
"who has down","syndrome"
"who has lived","wisely"
"who has the","best"
"who has two","thumbs"
"who hasn t","seen"
"who have been","told"
"who have never","heard"
"who have no","idea"
"who haven t","made"
"who hesitates is","lost"
"who hit a","grand"
"who i am","today"
"who i m","becoming"
"who i ve","seen"
"who i was","now"
"who in the","world"
"who in their","right"
"who is a","good"
"who is in","charge"
"who is not","involved"
"who is of","course"
"who is the","best"
"who is to","blame"
"who is under","contract"
"who is your","favorite"
"who joined the","company"
"who kicked the","hornet"
"who know me","know"
"who know the","least"
"who knows a","bloke"
"who knows how","long"
"who knows me","knows"
"who knows what","will"
"who knows you","just"
"who led the","team"
"who lives at","home"
"who lives in","d"
"who lost an","average"
"who lost her","battle"
"who lost loved","ones"
"who lost their","lives"
"who love to","read"
"who made his","first"
"who made it","possible"
"who made the","trip"
"who makes them","look"
"who matter don","t"
"who mind don","t"
"who opens the","movie"
"who owns the","restaurant"
"who pays the","bills"
"who refused to","accept"
"who s in","charge"
"who s the","best"
"who s to","say"
"who s your","favorite"
"who saved the","day"
"who says you","re"
"who scored 19","points"
"who shot mr","burns"
"who should i","vote"
"who spent the","last"
"who take a","lot"
"who the hell","knows"
"who they are","now"
"who think they","can"
"who thinks he","s"
"who thinks she","s"
"who took a","stand"
"who took the","test"
"who want to","help"
"who wanted to","know"
"who wants a","follow"
"who wants to","go"
"who was a","part"
"who was not","identified"
"who was putting","together"
"who was sitting","behind"
"who was the","first"
"who was with","us"
"who were not","named"
"who were the","first"
"who will be","chosen"
"who will never","get"
"who will take","care"
"who will we","see"
"who would have","thought"
"who would ve","thought"
"who would you","like"
"who wouldn t","want"
"who you are","now"
"who your real","friends"
"whoa whoa whoa","whoa"
"whole body i","don"
"whole bottle of","vodka"
"whole box in","one"
"whole bunch of","people"
"whole lot of","nothing"
"whole month of","may"
"whole other ball","game"
"whole thing looks","like"
"whore and you","re"
"whose congressional district","includes"
"why am i","awake"
"why are so","many"
"why are they","going"
"why are we","still"
"why are you","tweeting"
"why because you","re"
"why but i","m"
"why did i","even"
"why did it","take"
"why do i","feel"
"why do people","say"
"why do so","many"
"why do we","always"
"why do you","think"
"why does it","seem"
"why don t","u"
"why guess i","ll"
"why has no","one"
"why he can","t"
"why he didn","t"
"why he doesn","t"
"why i can","t"
"why i didn","t"
"why i don","t"
"why i even","try"
"why i have","made"
"why i haven","t"
"why i m","always"
"why i was","able"
"why i wasn","t"
"why i wouldn","t"
"why in the","world"
"why is everyone","talking"
"why is it","always"
"why is no","one"
"why is there","still"
"why is this","happening"
"why it didn","t"
"why it is","called"
"why it isn","t"
"why it s","hot"
"why not it","s"
"why should i","care"
"why they d","even"
"why they didn","t"
"why this didn","t"
"why torture is","wrong"
"why we can","t"
"why we get","along"
"why would i","want"
"why would the","state"
"why would you","want"
"why yes i","will"
"why you can","t"
"why you didn","t"
"why you don","t"
"why you shouldn","t"
"whynow why not","now"
"wi humane society","happy"
"wicked sense of","humor"
"wide awake and","ready"
"wide of the","cutoff"
"wide range of","topics"
"wide receiver lavasier","tuinei"
"widely regarded as","one"
"wider debate on","whether"
"wife and three","children"
"wife and two","children"
"wife s a","dyke"
"wife to the","hospital"
"wife was a","young"
"wildly inaccurate and","biased"
"will also be","able"
"will always be","grateful"
"will announce the","winner"
"will annoy enough","people"
"will ask a","girl"
"will attend the","summit"
"will be a","great"
"will be all","right"
"will be announced","next"
"will be at","least"
"will be back","later"
"will be closed","today"
"will be coming","soon"
"will be entered","twice"
"will be even","better"
"will be for","sale"
"will be forever","grateful"
"will be giving","away"
"will be greatly","missed"
"will be held","saturday"
"will be his","first"
"will be in","full"
"will be it","s"
"will be judged","based"
"will be live","tweeting"
"will be made","available"
"will be missed","just"
"will be more","detailed"
"will be much","easier"
"will be my","first"
"will be no","different"
"will be obama","s"
"will be on","hand"
"will be open","monday"
"will be our","guest"
"will be out","next"
"will be paid","$"
"will be released","today"
"will be strong","enough"
"will be taking","place"
"will be the","first"
"will be there","even"
"will be too","big"
"will be very","difficult"
"will be watching","closely"
"will beat more","rapidly"
"will begin at","7"
"will begin nonstop","flights"
"will brave the","elements"
"will call you","tonight"
"will cease to","exist"
"will change your","life"
"will come a","day"
"will come into","play"
"will come to","know"
"will continue as","well"
"will continue to","work"
"will cost $","10"
"will cost about","$"
"will do it","s"
"will do my","best"
"will do that","later"
"will do the","trick"
"will drop to","$"
"will face one","count"
"will face the","winner"
"will fall into","place"
"will feel at","home"
"will find a","way"
"will find yourself","one"
"will follow me","maybe"
"will follow you","back"
"will for me","please"
"will get a","free"
"will get the","chance"
"will get to","see"
"will give me","something"
"will go a","long"
"will go by","fast"
"will go i","think"
"will go into","effect"
"will go on","sale"
"will grow over","time"
"will happen this","time"
"will hate your","mom"
"will have a","new"
"will have less","money"
"will have no","effect"
"will have so","much"
"will have some","time"
"will have the","opportunity"
"will have to","wait"
"will help to","ensure"
"will help you","get"
"will hit you","back"
"will hold a","hearing"
"will hold its","annual"
"will i be","able"
"will keep my","eye"
"will keep you","posted"
"will know it","s"
"will know the","truth"
"will learn so","much"
"will let everyone","know"
"will let u","know"
"will let you","know"
"will likely raise","questions"
"will live a","life"
"will love you","forever"
"will make a","difference"
"will make it","easier"
"will make you","laugh"
"will mark the","end"
"will miss you","<"
"will need to","take"
"will never be","able"
"will never come","back"
"will never get","back"
"will never take","away"
"will not be","able"
"will not end","well"
"will not go","back"
"will not take","effect"
"will now be","able"
"will of the","people"
"will only be","allowed"
"will open at","noon"
"will pave the","way"
"will provide about","$"
"will put a","smile"
"will raise about","$"
"will realize how","much"
"will receive a","$"
"will receive the","award"
"will reduce the","amount"
"will remain in","place"
"will remain on","display"
"will remain that","way"
"will reveal the","identity"
"will save about","$"
"will see this","tweet"
"will see you","soon"
"will serve as","interim"
"will serve his","suspension"
